id_producto,nombre_pro,categoria,precio
806,Producto_806,Postre,9327.00
807,Producto_807,Bebida,7907.00
808,Producto_808,Comida,5060.00
809,Producto_809,Postre,6691.00
810,Producto_810,Bebida,1202.00
811,Producto_811,Comida,5501.00
812,Producto_812,Postre,3913.00
813,Producto_813,Bebida,7196.00
814,Producto_814,Comida,8586.00
815,Producto_815,Postre,9979.00
816,Producto_816,Bebida,3283.00
817,Producto_817,Comida,6474.00
818,Producto_818,Postre,6095.00
819,Producto_819,Bebida,6751.00
820,Producto_820,Comida,6738.00
821,Producto_821,Postre,3446.00
822,Producto_822,Bebida,2975.00
823,Producto_823,Comida,9899.00
824,Producto_824,Postre,1951.00
825,Producto_825,Bebida,7288.00
826,Producto_826,Comida,2842.00
827,Producto_827,Postre,8553.00
828,Producto_828,Bebida,9282.00
829,Producto_829,Comida,9341.00
830,Producto_830,Postre,7881.00
831,Producto_831,Bebida,7091.00
832,Producto_832,Comida,2317.00
833,Producto_833,Postre,2972.00
834,Producto_834,Bebida,2022.00
835,Producto_835,Comida,8652.00
836,Producto_836,Postre,1677.00
837,Producto_837,Bebida,4390.00
838,Producto_838,Comida,2442.00
839,Producto_839,Postre,3795.00
840,Producto_840,Bebida,3133.00
841,Producto_841,Comida,2553.00
842,Producto_842,Postre,7921.00
843,Producto_843,Bebida,9847.00
844,Producto_844,Comida,3485.00
845,Producto_845,Postre,5068.00
846,Producto_846,Bebida,6700.00
847,Producto_847,Comida,5774.00
848,Producto_848,Postre,6395.00
849,Producto_849,Bebida,6849.00
850,Producto_850,Comida,3693.00
851,Producto_851,Postre,9080.00
852,Producto_852,Bebida,2887.00
853,Producto_853,Comida,2951.00
854,Producto_854,Postre,9579.00
855,Producto_855,Bebida,4355.00
856,Producto_856,Comida,2780.00
857,Producto_857,Postre,8599.00
858,Producto_858,Bebida,7551.00
859,Producto_859,Comida,8053.00
860,Producto_860,Postre,8891.00
861,Producto_861,Bebida,8880.00
862,Producto_862,Comida,2571.00
863,Producto_863,Postre,1438.00
864,Producto_864,Bebida,3270.00
865,Producto_865,Comida,5594.00
866,Producto_866,Postre,5332.00
867,Producto_867,Bebida,4079.00
868,Producto_868,Comida,6930.00
869,Producto_869,Postre,7081.00
870,Producto_870,Bebida,8357.00
871,Producto_871,Comida,8732.00
872,Producto_872,Postre,8541.00
873,Producto_873,Bebida,8725.00
874,Producto_874,Comida,1438.00
875,Producto_875,Postre,7472.00
876,Producto_876,Bebida,5707.00
877,Producto_877,Comida,8711.00
878,Producto_878,Postre,4645.00
879,Producto_879,Bebida,3074.00
880,Producto_880,Comida,9787.00
881,Producto_881,Postre,7649.00
882,Producto_882,Bebida,2080.00
883,Producto_883,Comida,5123.00
884,Producto_884,Postre,7794.00
885,Producto_885,Bebida,9132.00
886,Producto_886,Comida,3456.00
887,Producto_887,Postre,6434.00
888,Producto_888,Bebida,7716.00
889,Producto_889,Comida,1045.00
890,Producto_890,Postre,1776.00
891,Producto_891,Bebida,5258.00
892,Producto_892,Comida,8070.00
893,Producto_893,Postre,8824.00
894,Producto_894,Bebida,2555.00
895,Producto_895,Comida,1436.00
896,Producto_896,Postre,4962.00
897,Producto_897,Bebida,6663.00
898,Producto_898,Comida,8122.00
899,Producto_899,Postre,4471.00
900,Producto_900,Bebida,3802.00
901,Producto_901,Comida,8341.00
902,Producto_902,Postre,8471.00
903,Producto_903,Bebida,5009.00
904,Producto_904,Comida,7800.00
905,Producto_905,Postre,3773.00
906,Producto_906,Bebida,2206.00
907,Producto_907,Comida,3368.00
908,Producto_908,Postre,5488.00
909,Producto_909,Bebida,2039.00
910,Producto_910,Comida,8334.00
911,Producto_911,Postre,1474.00
912,Producto_912,Bebida,9295.00
913,Producto_913,Comida,1607.00
914,Producto_914,Postre,6570.00
915,Producto_915,Bebida,7183.00
916,Producto_916,Comida,4875.00
917,Producto_917,Postre,7375.00
918,Producto_918,Bebida,5964.00
919,Producto_919,Comida,2764.00
920,Producto_920,Postre,9263.00
921,Producto_921,Bebida,4981.00
922,Producto_922,Comida,2569.00
923,Producto_923,Postre,4413.00
924,Producto_924,Bebida,6912.00
925,Producto_925,Comida,3542.00
926,Producto_926,Postre,9799.00
927,Producto_927,Bebida,5550.00
928,Producto_928,Comida,5511.00
929,Producto_929,Postre,3451.00
930,Producto_930,Bebida,8118.00
931,Producto_931,Comida,3810.00
932,Producto_932,Postre,3278.00
933,Producto_933,Bebida,9537.00
934,Producto_934,Comida,1603.00
935,Producto_935,Postre,4507.00
936,Producto_936,Bebida,8273.00
937,Producto_937,Comida,2304.00
938,Producto_938,Postre,1400.00
939,Producto_939,Bebida,3399.00
940,Producto_940,Comida,3222.00
941,Producto_941,Postre,6709.00
942,Producto_942,Bebida,3714.00
943,Producto_943,Comida,4327.00
944,Producto_944,Postre,4025.00
945,Producto_945,Bebida,6363.00
946,Producto_946,Comida,2248.00
947,Producto_947,Postre,5368.00
948,Producto_948,Bebida,9811.00
949,Producto_949,Comida,2007.00
950,Producto_950,Postre,8161.00
951,Producto_951,Bebida,1595.00
952,Producto_952,Comida,9778.00
953,Producto_953,Postre,8292.00
954,Producto_954,Bebida,7095.00
955,Producto_955,Comida,7207.00
956,Producto_956,Postre,9342.00
957,Producto_957,Bebida,5951.00
958,Producto_958,Comida,8495.00
959,Producto_959,Postre,6327.00
960,Producto_960,Bebida,8153.00
961,Producto_961,Comida,8105.00
962,Producto_962,Postre,3682.00
963,Producto_963,Bebida,6433.00
964,Producto_964,Comida,3207.00
965,Producto_965,Postre,8501.00
966,Producto_966,Bebida,6070.00
967,Producto_967,Comida,7268.00
968,Producto_968,Postre,5807.00
969,Producto_969,Bebida,9132.00
970,Producto_970,Comida,5097.00
971,Producto_971,Postre,4749.00
972,Producto_972,Bebida,9784.00
973,Producto_973,Comida,3314.00
974,Producto_974,Postre,9432.00
975,Producto_975,Bebida,3624.00
976,Producto_976,Comida,6476.00
977,Producto_977,Postre,3594.00
978,Producto_978,Bebida,2000.00
979,Producto_979,Comida,8397.00
980,Producto_980,Postre,1038.00
981,Producto_981,Bebida,7651.00
982,Producto_982,Comida,8641.00
983,Producto_983,Postre,5681.00
984,Producto_984,Bebida,9985.00
985,Producto_985,Comida,1619.00
986,Producto_986,Postre,5121.00
987,Producto_987,Bebida,2570.00
988,Producto_988,Comida,9729.00
989,Producto_989,Postre,3091.00
990,Producto_990,Bebida,1876.00
991,Producto_991,Comida,6432.00
992,Producto_992,Postre,9973.00
993,Producto_993,Bebida,1486.00
994,Producto_994,Comida,3862.00
995,Producto_995,Postre,7738.00
996,Producto_996,Bebida,1740.00
997,Producto_997,Comida,8562.00
998,Producto_998,Postre,7455.00
999,Producto_999,Bebida,9045.00
1000,Producto_1000,Comida,2904.00
