id_auditoria,descripcion,fecha
389,Pedido 389 generado para Cliente 720,2025-10-25 23:38:11.807000000
390,Pedido 390 generado para Cliente 377,2025-10-25 23:38:11.857000000
391,Pedido 391 generado para Cliente 553,2025-10-25 23:38:11.900000000
392,Pedido 392 generado para Cliente 382,2025-10-25 23:38:11.937000000
393,Pedido 393 generado para Cliente 990,2025-10-25 23:38:11.973000000
394,Pedido 394 generado para Cliente 318,2025-10-25 23:38:12.010000000
395,Pedido 395 generado para Cliente 577,2025-10-25 23:38:12.050000000
396,Pedido 396 generado para Cliente 174,2025-10-25 23:38:12.093000000
397,Pedido 397 generado para Cliente 336,2025-10-25 23:38:12.133000000
398,Pedido 398 generado para Cliente 50,2025-10-25 23:38:12.197000000
399,Pedido 399 generado para Cliente 5,2025-10-25 23:38:12.240000000
400,Pedido 400 generado para Cliente 65,2025-10-25 23:38:12.330000000
401,Pedido 401 generado para Cliente 247,2025-10-25 23:38:12.380000000
402,Pedido 402 generado para Cliente 528,2025-10-25 23:38:12.427000000
403,Pedido 403 generado para Cliente 734,2025-10-25 23:38:12.453000000
404,Pedido 404 generado para Cliente 38,2025-10-25 23:38:12.493000000
405,Pedido 405 generado para Cliente 630,2025-10-25 23:38:12.513000000
406,Pedido 406 generado para Cliente 441,2025-10-25 23:38:12.553000000
407,Pedido 407 generado para Cliente 517,2025-10-25 23:38:12.600000000
408,Pedido 408 generado para Cliente 736,2025-10-25 23:38:12.643000000
409,Pedido 409 generado para Cliente 231,2025-10-25 23:38:12.693000000
410,Pedido 410 generado para Cliente 689,2025-10-25 23:38:12.740000000
411,Pedido 411 generado para Cliente 76,2025-10-25 23:38:12.780000000
412,Pedido 412 generado para Cliente 386,2025-10-25 23:38:12.803000000
413,Pedido 413 generado para Cliente 13,2025-10-25 23:38:12.840000000
414,Pedido 414 generado para Cliente 838,2025-10-25 23:38:13.120000000
415,Pedido 415 generado para Cliente 449,2025-10-25 23:38:13.357000000
416,Pedido 416 generado para Cliente 79,2025-10-25 23:38:13.630000000
417,Pedido 417 generado para Cliente 765,2025-10-25 23:38:14.190000000
418,Pedido 418 generado para Cliente 252,2025-10-25 23:38:14.497000000
419,Pedido 419 generado para Cliente 531,2025-10-25 23:38:14.817000000
420,Pedido 420 generado para Cliente 638,2025-10-25 23:38:15.297000000
421,Pedido 421 generado para Cliente 570,2025-10-25 23:38:15.540000000
422,Pedido 422 generado para Cliente 358,2025-10-25 23:38:15.643000000
423,Pedido 423 generado para Cliente 15,2025-10-25 23:38:15.717000000
424,Pedido 424 generado para Cliente 446,2025-10-25 23:38:15.770000000
425,Pedido 425 generado para Cliente 180,2025-10-25 23:38:15.810000000
426,Pedido 426 generado para Cliente 110,2025-10-25 23:38:15.850000000
427,Pedido 427 generado para Cliente 627,2025-10-25 23:38:15.880000000
428,Pedido 428 generado para Cliente 644,2025-10-25 23:38:15.917000000
429,Pedido 429 generado para Cliente 22,2025-10-25 23:38:15.967000000
430,Pedido 430 generado para Cliente 123,2025-10-25 23:38:16.013000000
431,Pedido 431 generado para Cliente 708,2025-10-25 23:38:16.053000000
432,Pedido 432 generado para Cliente 683,2025-10-25 23:38:16.110000000
433,Pedido 433 generado para Cliente 891,2025-10-25 23:38:16.153000000
434,Pedido 434 generado para Cliente 882,2025-10-25 23:38:16.183000000
435,Pedido 435 generado para Cliente 218,2025-10-25 23:38:16.210000000
436,Pedido 436 generado para Cliente 502,2025-10-25 23:38:16.250000000
437,Pedido 437 generado para Cliente 772,2025-10-25 23:38:16.290000000
438,Pedido 438 generado para Cliente 300,2025-10-25 23:38:16.317000000
439,Pedido 439 generado para Cliente 432,2025-10-25 23:38:16.347000000
440,Pedido 440 generado para Cliente 699,2025-10-25 23:38:16.383000000
441,Pedido 441 generado para Cliente 897,2025-10-25 23:38:16.427000000
442,Pedido 442 generado para Cliente 775,2025-10-25 23:38:16.447000000
443,Pedido 443 generado para Cliente 429,2025-10-25 23:38:16.473000000
444,Pedido 444 generado para Cliente 81,2025-10-25 23:38:16.510000000
445,Pedido 445 generado para Cliente 603,2025-10-25 23:38:16.540000000
446,Pedido 446 generado para Cliente 621,2025-10-25 23:38:16.570000000
447,Pedido 447 generado para Cliente 856,2025-10-25 23:38:16.603000000
448,Pedido 448 generado para Cliente 773,2025-10-25 23:38:16.637000000
449,Pedido 449 generado para Cliente 30,2025-10-25 23:38:16.673000000
450,Pedido 450 generado para Cliente 591,2025-10-25 23:38:16.707000000
451,Pedido 451 generado para Cliente 341,2025-10-25 23:38:16.743000000
452,Pedido 452 generado para Cliente 224,2025-10-25 23:38:16.773000000
453,Pedido 453 generado para Cliente 887,2025-10-25 23:38:16.810000000
454,Pedido 454 generado para Cliente 895,2025-10-25 23:38:16.833000000
455,Pedido 455 generado para Cliente 803,2025-10-25 23:38:16.870000000
456,Pedido 456 generado para Cliente 123,2025-10-25 23:38:16.893000000
457,Pedido 457 generado para Cliente 348,2025-10-25 23:38:16.920000000
458,Pedido 458 generado para Cliente 328,2025-10-25 23:38:16.943000000
459,Pedido 459 generado para Cliente 971,2025-10-25 23:38:16.973000000
460,Pedido 460 generado para Cliente 310,2025-10-25 23:38:17.003000000
461,Pedido 461 generado para Cliente 274,2025-10-25 23:38:17.027000000
462,Pedido 462 generado para Cliente 531,2025-10-25 23:38:17.063000000
463,Pedido 463 generado para Cliente 155,2025-10-25 23:38:17.100000000
464,Pedido 464 generado para Cliente 305,2025-10-25 23:38:17.123000000
465,Pedido 465 generado para Cliente 354,2025-10-25 23:38:17.157000000
466,Pedido 466 generado para Cliente 265,2025-10-25 23:38:17.200000000
467,Pedido 467 generado para Cliente 7,2025-10-25 23:38:17.230000000
468,Pedido 468 generado para Cliente 579,2025-10-25 23:38:17.273000000
469,Pedido 469 generado para Cliente 785,2025-10-25 23:38:17.313000000
470,Pedido 470 generado para Cliente 663,2025-10-25 23:38:17.343000000
471,Pedido 471 generado para Cliente 99,2025-10-25 23:38:17.360000000
472,Pedido 472 generado para Cliente 765,2025-10-25 23:38:17.403000000
473,Pedido 473 generado para Cliente 357,2025-10-25 23:38:17.457000000
474,Pedido 474 generado para Cliente 866,2025-10-25 23:38:17.500000000
475,Pedido 475 generado para Cliente 453,2025-10-25 23:38:17.527000000
476,Pedido 476 generado para Cliente 339,2025-10-25 23:38:17.583000000
477,Pedido 477 generado para Cliente 994,2025-10-25 23:38:17.637000000
478,Pedido 478 generado para Cliente 523,2025-10-25 23:38:17.683000000
479,Pedido 479 generado para Cliente 13,2025-10-25 23:38:17.740000000
480,Pedido 480 generado para Cliente 973,2025-10-25 23:38:17.787000000
481,Pedido 481 generado para Cliente 935,2025-10-25 23:38:17.813000000
482,Pedido 482 generado para Cliente 62,2025-10-25 23:38:17.840000000
483,Pedido 483 generado para Cliente 535,2025-10-25 23:38:17.867000000
484,Pedido 484 generado para Cliente 192,2025-10-25 23:38:17.903000000
485,Pedido 485 generado para Cliente 179,2025-10-25 23:38:17.927000000
486,Pedido 486 generado para Cliente 595,2025-10-25 23:38:17.957000000
487,Pedido 487 generado para Cliente 55,2025-10-25 23:38:17.990000000
488,Pedido 488 generado para Cliente 532,2025-10-25 23:38:18.020000000
489,Pedido 489 generado para Cliente 998,2025-10-25 23:38:18.043000000
490,Pedido 490 generado para Cliente 966,2025-10-25 23:38:18.077000000
491,Pedido 491 generado para Cliente 659,2025-10-25 23:38:18.107000000
492,Pedido 492 generado para Cliente 636,2025-10-25 23:38:18.137000000
493,Pedido 493 generado para Cliente 394,2025-10-25 23:38:18.157000000
494,Pedido 494 generado para Cliente 596,2025-10-25 23:38:18.180000000
495,Pedido 495 generado para Cliente 818,2025-10-25 23:38:18.217000000
496,Pedido 496 generado para Cliente 397,2025-10-25 23:38:18.247000000
497,Pedido 497 generado para Cliente 594,2025-10-25 23:38:18.277000000
498,Pedido 498 generado para Cliente 861,2025-10-25 23:38:18.317000000
499,Pedido 499 generado para Cliente 662,2025-10-25 23:38:18.340000000
500,Pedido 500 generado para Cliente 101,2025-10-25 23:38:18.367000000
501,Pedido 501 generado para Cliente 838,2025-10-25 23:38:18.390000000
502,Pedido 502 generado para Cliente 847,2025-10-25 23:38:18.413000000
503,Pedido 503 generado para Cliente 608,2025-10-25 23:38:16.943000000
504,Pedido 504 generado para Cliente 343,2025-10-25 23:38:16.970000000
505,Pedido 505 generado para Cliente 521,2025-10-25 23:38:17
506,Pedido 506 generado para Cliente 664,2025-10-25 23:38:17.023000000
507,Pedido 507 generado para Cliente 591,2025-10-25 23:38:17.057000000
508,Pedido 508 generado para Cliente 873,2025-10-25 23:38:17.077000000
509,Pedido 509 generado para Cliente 123,2025-10-25 23:38:17.100000000
510,Pedido 510 generado para Cliente 484,2025-10-25 23:38:17.133000000
511,Pedido 511 generado para Cliente 13,2025-10-25 23:38:17.160000000
512,Pedido 512 generado para Cliente 277,2025-10-25 23:38:17.190000000
513,Pedido 513 generado para Cliente 833,2025-10-25 23:38:17.217000000
514,Pedido 514 generado para Cliente 546,2025-10-25 23:38:17.240000000
515,Pedido 515 generado para Cliente 942,2025-10-25 23:38:17.267000000
516,Pedido 516 generado para Cliente 1000,2025-10-25 23:38:17.290000000
517,Pedido 517 generado para Cliente 672,2025-10-25 23:38:17.310000000
518,Pedido 518 generado para Cliente 310,2025-10-25 23:38:17.343000000
519,Pedido 519 generado para Cliente 426,2025-10-25 23:38:17.370000000
520,Pedido 520 generado para Cliente 259,2025-10-25 23:38:17.413000000
521,Pedido 521 generado para Cliente 935,2025-10-25 23:38:17.437000000
522,Pedido 522 generado para Cliente 553,2025-10-25 23:38:17.460000000
523,Pedido 523 generado para Cliente 151,2025-10-25 23:38:17.493000000
524,Pedido 524 generado para Cliente 404,2025-10-25 23:38:17.523000000
525,Pedido 525 generado para Cliente 209,2025-10-25 23:38:17.560000000
526,Pedido 526 generado para Cliente 915,2025-10-25 23:38:17.590000000
527,Pedido 527 generado para Cliente 433,2025-10-25 23:38:17.610000000
528,Pedido 528 generado para Cliente 474,2025-10-25 23:38:17.640000000
529,Pedido 529 generado para Cliente 872,2025-10-25 23:38:17.667000000
530,Pedido 530 generado para Cliente 432,2025-10-25 23:38:17.697000000
531,Pedido 531 generado para Cliente 910,2025-10-25 23:38:17.720000000
532,Pedido 532 generado para Cliente 485,2025-10-25 23:38:17.753000000
533,Pedido 533 generado para Cliente 708,2025-10-25 23:38:17.787000000
534,Pedido 534 generado para Cliente 999,2025-10-25 23:38:17.810000000
535,Pedido 535 generado para Cliente 828,2025-10-25 23:38:17.840000000
536,Pedido 536 generado para Cliente 213,2025-10-25 23:38:17.863000000
537,Pedido 537 generado para Cliente 830,2025-10-25 23:38:17.897000000
538,Pedido 538 generado para Cliente 720,2025-10-25 23:38:17.920000000
539,Pedido 539 generado para Cliente 156,2025-10-25 23:38:17.947000000
540,Pedido 540 generado para Cliente 303,2025-10-25 23:38:17.980000000
541,Pedido 541 generado para Cliente 147,2025-10-25 23:38:18.023000000
542,Pedido 542 generado para Cliente 240,2025-10-25 23:38:18.057000000
543,Pedido 543 generado para Cliente 735,2025-10-25 23:38:18.090000000
544,Pedido 544 generado para Cliente 612,2025-10-25 23:38:18.113000000
545,Pedido 545 generado para Cliente 15,2025-10-25 23:38:18.147000000
546,Pedido 546 generado para Cliente 590,2025-10-25 23:38:18.177000000
547,Pedido 547 generado para Cliente 202,2025-10-25 23:38:18.210000000
548,Pedido 548 generado para Cliente 200,2025-10-25 23:38:18.253000000
549,Pedido 549 generado para Cliente 48,2025-10-25 23:38:18.290000000
550,Pedido 550 generado para Cliente 670,2025-10-25 23:38:18.340000000
551,Pedido 551 generado para Cliente 148,2025-10-25 23:38:18.380000000
552,Pedido 552 generado para Cliente 357,2025-10-25 23:38:18.417000000
553,Pedido 553 generado para Cliente 566,2025-10-25 23:38:18.450000000
554,Pedido 554 generado para Cliente 556,2025-10-25 23:38:18.480000000
555,Pedido 555 generado para Cliente 622,2025-10-25 23:38:18.507000000
556,Pedido 556 generado para Cliente 401,2025-10-25 23:38:18.540000000
557,Pedido 557 generado para Cliente 975,2025-10-25 23:38:18.567000000
558,Pedido 558 generado para Cliente 32,2025-10-25 23:38:18.597000000
559,Pedido 559 generado para Cliente 727,2025-10-25 23:38:18.627000000
560,Pedido 560 generado para Cliente 127,2025-10-25 23:38:18.663000000
561,Pedido 561 generado para Cliente 519,2025-10-25 23:38:18.693000000
562,Pedido 562 generado para Cliente 876,2025-10-25 23:38:18.717000000
563,Pedido 563 generado para Cliente 196,2025-10-25 23:38:18.740000000
564,Pedido 564 generado para Cliente 390,2025-10-25 23:38:18.767000000
565,Pedido 565 generado para Cliente 459,2025-10-25 23:38:18.790000000
566,Pedido 566 generado para Cliente 595,2025-10-25 23:38:18.827000000
567,Pedido 567 generado para Cliente 55,2025-10-25 23:38:18.853000000
568,Pedido 568 generado para Cliente 183,2025-10-25 23:38:18.877000000
569,Pedido 569 generado para Cliente 759,2025-10-25 23:38:18.910000000
570,Pedido 570 generado para Cliente 761,2025-10-25 23:38:18.953000000
571,Pedido 571 generado para Cliente 715,2025-10-25 23:38:18.987000000
572,Pedido 572 generado para Cliente 608,2025-10-25 23:38:19.017000000
573,Pedido 573 generado para Cliente 414,2025-10-25 23:38:19.040000000
574,Pedido 574 generado para Cliente 832,2025-10-25 23:38:19.073000000
575,Pedido 575 generado para Cliente 573,2025-10-25 23:38:19.100000000
576,Pedido 576 generado para Cliente 3,2025-10-25 23:38:19.123000000
577,Pedido 577 generado para Cliente 949,2025-10-25 23:38:19.153000000
578,Pedido 578 generado para Cliente 411,2025-10-25 23:38:19.180000000
579,Pedido 579 generado para Cliente 8,2025-10-25 23:38:19.207000000
580,Pedido 580 generado para Cliente 890,2025-10-25 23:38:19.240000000
581,Pedido 581 generado para Cliente 255,2025-10-25 23:38:19.277000000
582,Pedido 582 generado para Cliente 210,2025-10-25 23:38:19.310000000
583,Pedido 583 generado para Cliente 827,2025-10-25 23:38:19.330000000
584,Pedido 584 generado para Cliente 352,2025-10-25 23:38:19.353000000
585,Pedido 585 generado para Cliente 625,2025-10-25 23:38:19.377000000
586,Pedido 586 generado para Cliente 64,2025-10-25 23:38:19.403000000
587,Pedido 587 generado para Cliente 115,2025-10-25 23:38:19.433000000
588,Pedido 588 generado para Cliente 743,2025-10-25 23:38:19.470000000
589,Pedido 589 generado para Cliente 168,2025-10-25 23:38:19.493000000
590,Pedido 590 generado para Cliente 963,2025-10-25 23:38:19.517000000
591,Pedido 591 generado para Cliente 51,2025-10-25 23:38:19.540000000
592,Pedido 592 generado para Cliente 179,2025-10-25 23:38:19.567000000
593,Pedido 593 generado para Cliente 707,2025-10-25 23:38:19.597000000
594,Pedido 594 generado para Cliente 604,2025-10-25 23:38:19.623000000
595,Pedido 595 generado para Cliente 704,2025-10-25 23:38:19.650000000
596,Pedido 596 generado para Cliente 903,2025-10-25 23:38:19.670000000
597,Pedido 597 generado para Cliente 263,2025-10-25 23:38:19.693000000
598,Pedido 598 generado para Cliente 56,2025-10-25 23:38:19.723000000
599,Pedido 599 generado para Cliente 943,2025-10-25 23:38:19.753000000
600,Pedido 600 generado para Cliente 492,2025-10-25 23:38:19.780000000
601,Pedido 601 generado para Cliente 729,2025-10-25 23:38:19.807000000
602,Pedido 602 generado para Cliente 415,2025-10-25 23:38:19.830000000
603,Pedido 603 generado para Cliente 848,2025-10-25 23:38:19.857000000
604,Pedido 604 generado para Cliente 944,2025-10-25 23:38:19.883000000
605,Pedido 605 generado para Cliente 909,2025-10-25 23:38:19.913000000
606,Pedido 606 generado para Cliente 798,2025-10-25 23:38:19.943000000
607,Pedido 607 generado para Cliente 216,2025-10-25 23:38:19.980000000
608,Pedido 608 generado para Cliente 952,2025-10-25 23:38:20.003000000
609,Pedido 609 generado para Cliente 833,2025-10-25 23:38:20.037000000
610,Pedido 610 generado para Cliente 656,2025-10-25 23:38:20.063000000
611,Pedido 611 generado para Cliente 273,2025-10-25 23:38:20.107000000
612,Pedido 612 generado para Cliente 194,2025-10-25 23:38:20.130000000
613,Pedido 613 generado para Cliente 997,2025-10-25 23:38:20.167000000
614,Pedido 614 generado para Cliente 148,2025-10-25 23:38:20.203000000
615,Pedido 615 generado para Cliente 864,2025-10-25 23:38:20.253000000
616,Pedido 616 generado para Cliente 446,2025-10-25 23:38:20.293000000
617,Pedido 617 generado para Cliente 478,2025-10-25 23:38:20.320000000
618,Pedido 618 generado para Cliente 632,2025-10-25 23:38:20.363000000
619,Pedido 619 generado para Cliente 743,2025-10-25 23:38:20.403000000
620,Pedido 620 generado para Cliente 191,2025-10-25 23:38:20.430000000
621,Pedido 621 generado para Cliente 295,2025-10-25 23:38:20.463000000
622,Pedido 622 generado para Cliente 910,2025-10-25 23:38:20.507000000
623,Pedido 623 generado para Cliente 638,2025-10-25 23:38:20.540000000
624,Pedido 624 generado para Cliente 857,2025-10-25 23:38:20.577000000
625,Pedido 625 generado para Cliente 948,2025-10-25 23:38:20.617000000
626,Pedido 626 generado para Cliente 457,2025-10-25 23:38:20.653000000
627,Pedido 627 generado para Cliente 177,2025-10-25 23:38:20.677000000
628,Pedido 628 generado para Cliente 251,2025-10-25 23:38:20.713000000
629,Pedido 629 generado para Cliente 331,2025-10-25 23:38:20.740000000
630,Pedido 630 generado para Cliente 603,2025-10-25 23:38:20.767000000
631,Pedido 631 generado para Cliente 59,2025-10-25 23:38:20.800000000
632,Pedido 632 generado para Cliente 321,2025-10-25 23:38:20.830000000
633,Pedido 633 generado para Cliente 44,2025-10-25 23:38:20.860000000
634,Pedido 634 generado para Cliente 677,2025-10-25 23:38:20.890000000
635,Pedido 635 generado para Cliente 476,2025-10-25 23:38:20.920000000
636,Pedido 636 generado para Cliente 235,2025-10-25 23:38:20.960000000
637,Pedido 637 generado para Cliente 881,2025-10-25 23:38:21.007000000
638,Pedido 638 generado para Cliente 729,2025-10-25 23:38:21.043000000
639,Pedido 639 generado para Cliente 127,2025-10-25 23:38:21.070000000
640,Pedido 640 generado para Cliente 149,2025-10-25 23:38:21.107000000
641,Pedido 641 generado para Cliente 847,2025-10-25 23:38:21.150000000
642,Pedido 642 generado para Cliente 977,2025-10-25 23:38:21.200000000
643,Pedido 643 generado para Cliente 753,2025-10-25 23:38:21.297000000
644,Pedido 644 generado para Cliente 678,2025-10-25 23:38:21.327000000
645,Pedido 645 generado para Cliente 272,2025-10-25 23:38:21.370000000
646,Pedido 646 generado para Cliente 897,2025-10-25 23:38:21.400000000
647,Pedido 647 generado para Cliente 488,2025-10-25 23:38:21.433000000
648,Pedido 648 generado para Cliente 66,2025-10-25 23:38:21.473000000
649,Pedido 649 generado para Cliente 351,2025-10-25 23:38:21.500000000
650,Pedido 650 generado para Cliente 950,2025-10-25 23:38:21.540000000
651,Pedido 651 generado para Cliente 474,2025-10-25 23:38:21.580000000
652,Pedido 652 generado para Cliente 640,2025-10-25 23:38:21.630000000
653,Pedido 653 generado para Cliente 235,2025-10-25 23:38:21.677000000
654,Pedido 654 generado para Cliente 836,2025-10-25 23:38:21.710000000
655,Pedido 655 generado para Cliente 762,2025-10-25 23:38:21.740000000
656,Pedido 656 generado para Cliente 825,2025-10-25 23:38:21.770000000
657,Pedido 657 generado para Cliente 558,2025-10-25 23:38:21.820000000
658,Pedido 658 generado para Cliente 466,2025-10-25 23:38:21.870000000
659,Pedido 659 generado para Cliente 182,2025-10-25 23:38:21.913000000
660,Pedido 660 generado para Cliente 923,2025-10-25 23:38:21.963000000
661,Pedido 661 generado para Cliente 478,2025-10-25 23:38:21.990000000
662,Pedido 662 generado para Cliente 560,2025-10-25 23:38:22.020000000
663,Pedido 663 generado para Cliente 215,2025-10-25 23:38:22.057000000
664,Pedido 664 generado para Cliente 239,2025-10-25 23:38:22.083000000
665,Pedido 665 generado para Cliente 637,2025-10-25 23:38:22.107000000
666,Pedido 666 generado para Cliente 799,2025-10-25 23:38:22.130000000
667,Pedido 667 generado para Cliente 296,2025-10-25 23:38:22.170000000
668,Pedido 668 generado para Cliente 116,2025-10-25 23:38:22.210000000
669,Pedido 669 generado para Cliente 208,2025-10-25 23:38:22.230000000
670,Pedido 670 generado para Cliente 375,2025-10-25 23:38:22.257000000
671,Pedido 671 generado para Cliente 626,2025-10-25 23:38:22.297000000
672,Pedido 672 generado para Cliente 290,2025-10-25 23:38:22.330000000
673,Pedido 673 generado para Cliente 733,2025-10-25 23:38:22.367000000
674,Pedido 674 generado para Cliente 191,2025-10-25 23:38:22.433000000
675,Pedido 675 generado para Cliente 179,2025-10-25 23:38:22.483000000
676,Pedido 676 generado para Cliente 931,2025-10-25 23:38:22.517000000
677,Pedido 677 generado para Cliente 880,2025-10-25 23:38:22.557000000
678,Pedido 678 generado para Cliente 140,2025-10-25 23:38:22.580000000
679,Pedido 679 generado para Cliente 61,2025-10-25 23:38:22.613000000
680,Pedido 680 generado para Cliente 484,2025-10-25 23:38:22.650000000
681,Pedido 681 generado para Cliente 299,2025-10-25 23:38:22.690000000
682,Pedido 682 generado para Cliente 659,2025-10-25 23:38:22.733000000
683,Pedido 683 generado para Cliente 307,2025-10-25 23:38:22.770000000
684,Pedido 684 generado para Cliente 441,2025-10-25 23:38:22.810000000
685,Pedido 685 generado para Cliente 851,2025-10-25 23:38:22.837000000
686,Pedido 686 generado para Cliente 932,2025-10-25 23:38:22.873000000
687,Pedido 687 generado para Cliente 652,2025-10-25 23:38:22.900000000
688,Pedido 688 generado para Cliente 600,2025-10-25 23:38:22.933000000
689,Pedido 689 generado para Cliente 815,2025-10-25 23:38:22.967000000
690,Pedido 690 generado para Cliente 700,2025-10-25 23:38:22.997000000
691,Pedido 691 generado para Cliente 129,2025-10-25 23:38:23.030000000
692,Pedido 692 generado para Cliente 591,2025-10-25 23:38:23.067000000
693,Pedido 693 generado para Cliente 849,2025-10-25 23:38:23.107000000
694,Pedido 694 generado para Cliente 774,2025-10-25 23:38:23.133000000
695,Pedido 695 generado para Cliente 329,2025-10-25 23:38:23.170000000
696,Pedido 696 generado para Cliente 290,2025-10-25 23:38:23.193000000
697,Pedido 697 generado para Cliente 48,2025-10-25 23:38:23.230000000
698,Pedido 698 generado para Cliente 631,2025-10-25 23:38:23.270000000
699,Pedido 699 generado para Cliente 116,2025-10-25 23:38:23.310000000
700,Pedido 700 generado para Cliente 537,2025-10-25 23:38:23.337000000
701,Pedido 701 generado para Cliente 438,2025-10-25 23:38:23.370000000
702,Pedido 702 generado para Cliente 204,2025-10-25 23:38:23.393000000
703,Pedido 703 generado para Cliente 377,2025-10-25 23:38:23.430000000
704,Pedido 704 generado para Cliente 19,2025-10-25 23:38:23.457000000
705,Pedido 705 generado para Cliente 47,2025-10-25 23:38:23.487000000
706,Pedido 706 generado para Cliente 534,2025-10-25 23:38:23.510000000
707,Pedido 707 generado para Cliente 728,2025-10-25 23:38:23.547000000
708,Pedido 708 generado para Cliente 218,2025-10-25 23:38:23.577000000
709,Pedido 709 generado para Cliente 332,2025-10-25 23:38:23.607000000
710,Pedido 710 generado para Cliente 445,2025-10-25 23:38:23.633000000
711,Pedido 711 generado para Cliente 122,2025-10-25 23:38:23.653000000
712,Pedido 712 generado para Cliente 471,2025-10-25 23:38:23.680000000
713,Pedido 713 generado para Cliente 540,2025-10-25 23:38:23.713000000
714,Pedido 714 generado para Cliente 491,2025-10-25 23:38:23.743000000
715,Pedido 715 generado para Cliente 453,2025-10-25 23:38:23.767000000
716,Pedido 716 generado para Cliente 243,2025-10-25 23:38:23.800000000
717,Pedido 717 generado para Cliente 676,2025-10-25 23:38:23.833000000
718,Pedido 718 generado para Cliente 618,2025-10-25 23:38:23.870000000
719,Pedido 719 generado para Cliente 416,2025-10-25 23:38:23.913000000
720,Pedido 720 generado para Cliente 188,2025-10-25 23:38:23.947000000
721,Pedido 721 generado para Cliente 220,2025-10-25 23:38:23.983000000
722,Pedido 722 generado para Cliente 985,2025-10-25 23:38:24.017000000
723,Pedido 723 generado para Cliente 226,2025-10-25 23:38:24.067000000
724,Pedido 724 generado para Cliente 7,2025-10-25 23:38:24.113000000
725,Pedido 725 generado para Cliente 528,2025-10-25 23:38:24.147000000
726,Pedido 726 generado para Cliente 17,2025-10-25 23:38:24.173000000
727,Pedido 727 generado para Cliente 627,2025-10-25 23:38:24.200000000
728,Pedido 728 generado para Cliente 365,2025-10-25 23:38:24.227000000
729,Pedido 729 generado para Cliente 699,2025-10-25 23:38:24.267000000
730,Pedido 730 generado para Cliente 982,2025-10-25 23:38:24.293000000
731,Pedido 731 generado para Cliente 772,2025-10-25 23:38:24.330000000
732,Pedido 732 generado para Cliente 9,2025-10-25 23:38:24.380000000
733,Pedido 733 generado para Cliente 459,2025-10-25 23:38:24.420000000
734,Pedido 734 generado para Cliente 208,2025-10-25 23:38:24.460000000
735,Pedido 735 generado para Cliente 866,2025-10-25 23:38:24.493000000
736,Pedido 736 generado para Cliente 753,2025-10-25 23:38:24.527000000
737,Pedido 737 generado para Cliente 146,2025-10-25 23:38:24.573000000
738,Pedido 738 generado para Cliente 644,2025-10-25 23:38:24.603000000
739,Pedido 739 generado para Cliente 523,2025-10-25 23:38:24.633000000
740,Pedido 740 generado para Cliente 943,2025-10-25 23:38:24.673000000
741,Pedido 741 generado para Cliente 708,2025-10-25 23:38:24.697000000
742,Pedido 742 generado para Cliente 483,2025-10-25 23:38:24.733000000
743,Pedido 743 generado para Cliente 366,2025-10-25 23:38:24.757000000
744,Pedido 744 generado para Cliente 831,2025-10-25 23:38:24.793000000
745,Pedido 745 generado para Cliente 634,2025-10-25 23:38:24.820000000
746,Pedido 746 generado para Cliente 113,2025-10-25 23:38:24.847000000
747,Pedido 747 generado para Cliente 813,2025-10-25 23:38:24.880000000
748,Pedido 748 generado para Cliente 11,2025-10-25 23:38:24.913000000
749,Pedido 749 generado para Cliente 854,2025-10-25 23:38:24.950000000
750,Pedido 750 generado para Cliente 285,2025-10-25 23:38:24.997000000
751,Pedido 751 generado para Cliente 396,2025-10-25 23:38:25.030000000
752,Pedido 752 generado para Cliente 572,2025-10-25 23:38:25.057000000
753,Pedido 753 generado para Cliente 653,2025-10-25 23:38:25.083000000
754,Pedido 754 generado para Cliente 420,2025-10-25 23:38:25.123000000
755,Pedido 755 generado para Cliente 83,2025-10-25 23:38:25.153000000
756,Pedido 756 generado para Cliente 610,2025-10-25 23:38:25.177000000
757,Pedido 757 generado para Cliente 532,2025-10-25 23:38:25.207000000
758,Pedido 758 generado para Cliente 485,2025-10-25 23:38:25.243000000
759,Pedido 759 generado para Cliente 838,2025-10-25 23:38:25.270000000
760,Pedido 760 generado para Cliente 775,2025-10-25 23:38:25.293000000
761,Pedido 761 generado para Cliente 939,2025-10-25 23:38:25.320000000
762,Pedido 762 generado para Cliente 842,2025-10-25 23:38:25.343000000
763,Pedido 763 generado para Cliente 159,2025-10-25 23:38:25.380000000
764,Pedido 764 generado para Cliente 740,2025-10-25 23:38:25.413000000
765,Pedido 765 generado para Cliente 254,2025-10-25 23:38:25.437000000
766,Pedido 766 generado para Cliente 724,2025-10-25 23:38:25.470000000
767,Pedido 767 generado para Cliente 158,2025-10-25 23:38:25.500000000
768,Pedido 768 generado para Cliente 875,2025-10-25 23:38:25.533000000
769,Pedido 769 generado para Cliente 142,2025-10-25 23:38:25.553000000
770,Pedido 770 generado para Cliente 673,2025-10-25 23:38:25.577000000
771,Pedido 771 generado para Cliente 895,2025-10-25 23:38:25.607000000
772,Pedido 772 generado para Cliente 860,2025-10-25 23:38:25.630000000
773,Pedido 773 generado para Cliente 740,2025-10-25 23:38:25.657000000
774,Pedido 774 generado para Cliente 787,2025-10-25 23:38:25.687000000
775,Pedido 775 generado para Cliente 455,2025-10-25 23:38:25.717000000
776,Pedido 776 generado para Cliente 808,2025-10-25 23:38:25.747000000
