id_pedido,id_cliente,id_empleado,fecha_pedido,estado
493,394,883,2025-09-26 23:38:18.140000000,Preparando
494,596,380,2025-09-28 23:38:18.163000000,Entregado
495,818,451,2025-10-06 23:38:18.190000000,Pendiente
496,397,835,2025-10-23 23:38:18.223000000,Preparando
497,594,663,2025-10-17 23:38:18.253000000,Entregado
498,861,10,2025-10-23 23:38:18.283000000,Pendiente
499,662,226,2025-10-22 23:38:18.323000000,Preparando
500,101,427,2025-10-11 23:38:18.347000000,Entregado
501,838,98,2025-10-09 23:38:18.373000000,Pendiente
502,847,974,2025-10-17 23:38:18.397000000,Preparando
503,608,980,2025-10-24 23:38:18.420000000,Entregado
504,343,661,2025-09-29 23:38:16.950000000,Pendiente
505,521,224,2025-10-15 23:38:16.977000000,Preparando
506,664,555,2025-10-18 23:38:17.007000000,Entregado
507,591,427,2025-10-16 23:38:17.030000000,Pendiente
508,873,843,2025-10-20 23:38:17.060000000,Preparando
509,123,829,2025-10-23 23:38:17.083000000,Entregado
510,484,879,2025-10-13 23:38:17.103000000,Pendiente
511,13,959,2025-10-25 23:38:17.137000000,Preparando
512,277,969,2025-10-13 23:38:17.167000000,Entregado
513,833,639,2025-09-26 23:38:17.200000000,Pendiente
514,546,749,2025-10-15 23:38:17.223000000,Preparando
515,942,249,2025-09-30 23:38:17.243000000,Entregado
516,1000,169,2025-10-11 23:38:17.273000000,Pendiente
517,672,467,2025-10-02 23:38:17.297000000,Preparando
518,310,484,2025-10-09 23:38:17.317000000,Entregado
519,426,666,2025-10-05 23:38:17.350000000,Pendiente
520,259,686,2025-10-07 23:38:17.380000000,Preparando
521,935,555,2025-10-18 23:38:17.417000000,Entregado
522,553,439,2025-10-02 23:38:17.443000000,Pendiente
523,151,747,2025-10-05 23:38:17.467000000,Preparando
524,404,486,2025-10-20 23:38:17.500000000,Entregado
525,209,73,2025-10-24 23:38:17.530000000,Pendiente
526,915,419,2025-10-25 23:38:17.563000000,Preparando
527,433,638,2025-09-28 23:38:17.593000000,Entregado
528,474,94,2025-10-09 23:38:17.617000000,Pendiente
529,872,831,2025-10-06 23:38:17.643000000,Preparando
530,432,872,2025-10-05 23:38:17.673000000,Entregado
531,910,496,2025-10-14 23:38:17.703000000,Pendiente
532,485,796,2025-10-13 23:38:17.727000000,Preparando
533,708,419,2025-09-29 23:38:17.760000000,Entregado
534,999,226,2025-10-03 23:38:17.793000000,Pendiente
535,828,411,2025-10-14 23:38:17.817000000,Preparando
536,213,882,2025-10-08 23:38:17.847000000,Entregado
537,830,219,2025-10-08 23:38:17.870000000,Pendiente
538,720,509,2025-10-19 23:38:17.903000000,Preparando
539,156,27,2025-10-23 23:38:17.927000000,Entregado
540,303,208,2025-10-20 23:38:17.953000000,Pendiente
541,147,448,2025-10-07 23:38:17.987000000,Preparando
542,240,725,2025-09-28 23:38:18.033000000,Entregado
543,735,695,2025-10-01 23:38:18.063000000,Pendiente
544,612,296,2025-10-25 23:38:18.097000000,Preparando
545,15,878,2025-10-04 23:38:18.120000000,Entregado
546,590,865,2025-10-25 23:38:18.153000000,Pendiente
547,202,441,2025-09-30 23:38:18.187000000,Preparando
548,200,805,2025-10-03 23:38:18.220000000,Entregado
549,48,294,2025-10-11 23:38:18.260000000,Pendiente
550,670,890,2025-10-07 23:38:18.300000000,Preparando
551,148,224,2025-10-06 23:38:18.350000000,Entregado
552,357,841,2025-10-21 23:38:18.387000000,Pendiente
553,566,881,2025-10-08 23:38:18.423000000,Preparando
554,556,675,2025-10-02 23:38:18.457000000,Entregado
555,622,696,2025-10-07 23:38:18.487000000,Pendiente
556,401,60,2025-10-11 23:38:18.513000000,Preparando
557,975,326,2025-10-21 23:38:18.547000000,Entregado
558,32,331,2025-09-28 23:38:18.570000000,Pendiente
559,727,885,2025-10-11 23:38:18.603000000,Preparando
560,127,213,2025-09-27 23:38:18.630000000,Entregado
561,519,844,2025-10-03 23:38:18.670000000,Pendiente
562,876,815,2025-09-30 23:38:18.700000000,Preparando
563,196,896,2025-10-01 23:38:18.723000000,Entregado
564,390,601,2025-10-20 23:38:18.747000000,Pendiente
565,459,484,2025-10-01 23:38:18.773000000,Preparando
566,595,460,2025-10-08 23:38:18.793000000,Entregado
567,55,734,2025-10-07 23:38:18.830000000,Pendiente
568,183,318,2025-10-15 23:38:18.860000000,Preparando
569,759,359,2025-10-05 23:38:18.883000000,Entregado
570,761,805,2025-10-13 23:38:18.920000000,Pendiente
571,715,18,2025-10-25 23:38:18.960000000,Preparando
572,608,251,2025-10-02 23:38:18.990000000,Entregado
573,414,708,2025-10-09 23:38:19.027000000,Pendiente
574,832,661,2025-10-16 23:38:19.047000000,Preparando
575,573,454,2025-09-30 23:38:19.080000000,Entregado
576,3,458,2025-10-16 23:38:19.110000000,Pendiente
577,949,688,2025-10-18 23:38:19.130000000,Preparando
578,411,421,2025-10-03 23:38:19.160000000,Entregado
579,8,470,2025-10-23 23:38:19.190000000,Pendiente
580,890,208,2025-10-10 23:38:19.210000000,Preparando
581,255,647,2025-10-18 23:38:19.247000000,Entregado
582,210,203,2025-10-21 23:38:19.283000000,Pendiente
583,827,162,2025-10-06 23:38:19.313000000,Preparando
584,352,957,2025-10-20 23:38:19.337000000,Entregado
585,625,583,2025-10-06 23:38:19.360000000,Pendiente
586,64,162,2025-10-17 23:38:19.380000000,Preparando
587,115,337,2025-10-13 23:38:19.410000000,Entregado
588,743,764,2025-10-16 23:38:19.440000000,Pendiente
589,168,843,2025-10-06 23:38:19.473000000,Preparando
590,963,644,2025-09-29 23:38:19.500000000,Entregado
591,51,24,2025-10-03 23:38:19.523000000,Pendiente
592,179,274,2025-10-03 23:38:19.547000000,Preparando
593,707,217,2025-10-19 23:38:19.573000000,Entregado
594,604,677,2025-10-15 23:38:19.603000000,Pendiente
595,704,455,2025-09-29 23:38:19.630000000,Preparando
596,903,970,2025-10-13 23:38:19.653000000,Entregado
597,263,6,2025-09-28 23:38:19.677000000,Pendiente
598,56,732,2025-10-06 23:38:19.700000000,Preparando
599,943,141,2025-10-14 23:38:19.730000000,Entregado
600,492,707,2025-10-10 23:38:19.760000000,Pendiente
601,729,507,2025-10-24 23:38:19.790000000,Preparando
602,415,223,2025-10-18 23:38:19.813000000,Entregado
603,848,464,2025-10-23 23:38:19.837000000,Pendiente
604,944,617,2025-10-01 23:38:19.863000000,Preparando
605,909,340,2025-09-30 23:38:19.890000000,Entregado
606,798,127,2025-10-14 23:38:19.920000000,Pendiente
607,216,161,2025-09-26 23:38:19.953000000,Preparando
608,952,49,2025-10-12 23:38:19.987000000,Entregado
609,833,335,2025-10-20 23:38:20.010000000,Pendiente
610,656,567,2025-10-02 23:38:20.043000000,Preparando
611,273,63,2025-10-07 23:38:20.070000000,Entregado
612,194,352,2025-10-15 23:38:20.110000000,Pendiente
613,997,247,2025-09-29 23:38:20.140000000,Preparando
614,148,919,2025-09-30 23:38:20.173000000,Entregado
615,864,194,2025-10-08 23:38:20.210000000,Pendiente
616,446,680,2025-10-17 23:38:20.260000000,Preparando
617,478,693,2025-10-20 23:38:20.300000000,Entregado
618,632,366,2025-10-01 23:38:20.327000000,Pendiente
619,743,877,2025-10-23 23:38:20.370000000,Preparando
620,191,887,2025-10-12 23:38:20.413000000,Entregado
621,295,569,2025-10-07 23:38:20.440000000,Pendiente
622,910,575,2025-10-25 23:38:20.470000000,Preparando
623,638,743,2025-10-19 23:38:20.517000000,Entregado
624,857,675,2025-10-06 23:38:20.547000000,Pendiente
625,948,480,2025-10-02 23:38:20.583000000,Preparando
626,457,152,2025-10-11 23:38:20.623000000,Entregado
627,177,773,2025-10-12 23:38:20.660000000,Pendiente
628,251,733,2025-10-25 23:38:20.683000000,Preparando
629,331,669,2025-10-11 23:38:20.720000000,Entregado
630,603,615,2025-09-30 23:38:20.750000000,Pendiente
631,59,273,2025-10-04 23:38:20.773000000,Preparando
632,321,65,2025-10-18 23:38:20.807000000,Entregado
633,44,787,2025-10-08 23:38:20.837000000,Pendiente
634,677,434,2025-10-16 23:38:20.867000000,Preparando
635,476,860,2025-10-16 23:38:20.897000000,Entregado
636,235,683,2025-10-06 23:38:20.927000000,Pendiente
637,881,100,2025-10-08 23:38:20.963000000,Preparando
638,729,621,2025-09-27 23:38:21.017000000,Entregado
639,127,450,2025-10-03 23:38:21.050000000,Pendiente
640,149,342,2025-10-17 23:38:21.077000000,Preparando
641,847,378,2025-10-25 23:38:21.113000000,Entregado
642,977,306,2025-10-21 23:38:21.160000000,Pendiente
643,753,94,2025-10-10 23:38:21.213000000,Preparando
644,678,951,2025-10-17 23:38:21.307000000,Entregado
645,272,539,2025-10-12 23:38:21.337000000,Pendiente
646,897,936,2025-10-04 23:38:21.380000000,Preparando
647,488,10,2025-10-06 23:38:21.407000000,Entregado
648,66,228,2025-10-03 23:38:21.440000000,Pendiente
649,351,907,2025-10-10 23:38:21.480000000,Preparando
650,950,349,2025-10-25 23:38:21.507000000,Entregado
651,474,283,2025-10-13 23:38:21.547000000,Pendiente
652,640,507,2025-10-08 23:38:21.593000000,Preparando
653,235,976,2025-10-12 23:38:21.647000000,Entregado
654,836,480,2025-10-08 23:38:21.690000000,Pendiente
655,762,768,2025-10-18 23:38:21.717000000,Preparando
656,825,805,2025-10-10 23:38:21.747000000,Entregado
657,558,506,2025-10-21 23:38:21.780000000,Pendiente
658,466,60,2025-09-29 23:38:21.830000000,Preparando
659,182,468,2025-10-24 23:38:21.877000000,Entregado
660,923,545,2025-10-02 23:38:21.923000000,Pendiente
661,478,894,2025-10-14 23:38:21.970000000,Preparando
662,560,465,2025-10-13 23:38:22,Entregado
663,215,240,2025-10-04 23:38:22.030000000,Pendiente
664,239,652,2025-10-12 23:38:22.063000000,Preparando
665,637,495,2025-10-17 23:38:22.090000000,Entregado
666,799,937,2025-09-26 23:38:22.113000000,Pendiente
667,296,150,2025-10-09 23:38:22.137000000,Preparando
668,116,689,2025-10-24 23:38:22.177000000,Entregado
669,208,956,2025-10-04 23:38:22.217000000,Pendiente
670,375,564,2025-10-05 23:38:22.237000000,Preparando
671,626,504,2025-09-30 23:38:22.263000000,Entregado
672,290,483,2025-10-09 23:38:22.303000000,Pendiente
673,733,421,2025-10-08 23:38:22.340000000,Preparando
674,191,941,2025-10-17 23:38:22.380000000,Entregado
675,179,249,2025-09-28 23:38:22.443000000,Pendiente
676,931,519,2025-10-04 23:38:22.490000000,Preparando
677,880,962,2025-10-16 23:38:22.523000000,Entregado
678,140,20,2025-10-02 23:38:22.563000000,Pendiente
679,61,569,2025-10-17 23:38:22.590000000,Preparando
680,484,14,2025-09-30 23:38:22.620000000,Entregado
681,299,839,2025-10-04 23:38:22.660000000,Pendiente
682,659,98,2025-10-05 23:38:22.700000000,Preparando
683,307,930,2025-10-07 23:38:22.743000000,Entregado
684,441,348,2025-10-05 23:38:22.783000000,Pendiente
685,851,408,2025-10-18 23:38:22.820000000,Preparando
686,932,770,2025-10-15 23:38:22.843000000,Entregado
687,652,80,2025-09-30 23:38:22.877000000,Pendiente
688,600,416,2025-09-30 23:38:22.907000000,Preparando
689,815,803,2025-10-24 23:38:22.940000000,Entregado
690,700,660,2025-10-16 23:38:22.973000000,Pendiente
691,129,75,2025-09-30 23:38:23.007000000,Preparando
692,591,767,2025-10-05 23:38:23.037000000,Entregado
693,849,893,2025-10-08 23:38:23.073000000,Pendiente
694,774,993,2025-10-05 23:38:23.113000000,Preparando
695,329,665,2025-10-04 23:38:23.140000000,Entregado
696,290,878,2025-10-14 23:38:23.177000000,Pendiente
697,48,95,2025-10-04 23:38:23.200000000,Preparando
698,631,47,2025-10-11 23:38:23.237000000,Entregado
699,116,705,2025-10-12 23:38:23.280000000,Pendiente
700,537,228,2025-09-29 23:38:23.317000000,Preparando
701,438,502,2025-09-28 23:38:23.343000000,Entregado
702,204,937,2025-10-12 23:38:23.377000000,Pendiente
703,377,44,2025-09-28 23:38:23.400000000,Preparando
704,19,690,2025-09-30 23:38:23.437000000,Entregado
705,47,884,2025-10-05 23:38:23.463000000,Pendiente
706,534,703,2025-10-12 23:38:23.493000000,Preparando
707,728,350,2025-09-29 23:38:23.517000000,Entregado
708,218,722,2025-10-16 23:38:23.553000000,Pendiente
709,332,107,2025-10-02 23:38:23.580000000,Preparando
710,445,509,2025-10-07 23:38:23.610000000,Entregado
711,122,483,2025-10-19 23:38:23.640000000,Pendiente
712,471,669,2025-10-10 23:38:23.660000000,Preparando
713,540,40,2025-10-02 23:38:23.687000000,Entregado
714,491,419,2025-10-17 23:38:23.720000000,Pendiente
715,453,172,2025-09-29 23:38:23.750000000,Preparando
716,243,613,2025-10-18 23:38:23.770000000,Entregado
717,676,591,2025-09-30 23:38:23.810000000,Pendiente
718,618,446,2025-10-13 23:38:23.843000000,Preparando
719,416,90,2025-10-19 23:38:23.877000000,Entregado
720,188,885,2025-09-26 23:38:23.920000000,Pendiente
721,220,864,2025-10-13 23:38:23.953000000,Preparando
722,985,796,2025-10-13 23:38:23.990000000,Entregado
723,226,68,2025-10-01 23:38:24.027000000,Pendiente
724,7,722,2025-10-14 23:38:24.077000000,Preparando
725,528,99,2025-10-24 23:38:24.123000000,Entregado
726,17,345,2025-10-04 23:38:24.153000000,Pendiente
727,627,447,2025-10-12 23:38:24.180000000,Preparando
728,365,846,2025-10-01 23:38:24.210000000,Entregado
729,699,596,2025-10-08 23:38:24.233000000,Pendiente
730,982,25,2025-10-07 23:38:24.273000000,Preparando
731,772,400,2025-10-16 23:38:24.300000000,Entregado
732,9,971,2025-10-24 23:38:24.343000000,Pendiente
733,459,179,2025-10-01 23:38:24.387000000,Preparando
734,208,501,2025-09-26 23:38:24.427000000,Entregado
735,866,909,2025-10-17 23:38:24.470000000,Pendiente
736,753,800,2025-10-11 23:38:24.503000000,Preparando
737,146,108,2025-10-02 23:38:24.533000000,Entregado
738,644,858,2025-09-28 23:38:24.580000000,Pendiente
739,523,758,2025-10-01 23:38:24.610000000,Preparando
740,943,720,2025-10-14 23:38:24.640000000,Entregado
741,708,110,2025-10-23 23:38:24.683000000,Pendiente
742,483,629,2025-10-05 23:38:24.703000000,Preparando
743,366,111,2025-10-08 23:38:24.740000000,Entregado
744,831,455,2025-10-04 23:38:24.767000000,Pendiente
745,634,983,2025-10-21 23:38:24.800000000,Preparando
746,113,555,2025-09-27 23:38:24.827000000,Entregado
747,813,543,2025-10-12 23:38:24.853000000,Pendiente
748,11,722,2025-10-17 23:38:24.887000000,Preparando
749,854,555,2025-10-24 23:38:24.920000000,Entregado
750,285,484,2025-10-05 23:38:24.960000000,Pendiente
751,396,149,2025-10-04 23:38:25.007000000,Preparando
752,572,757,2025-10-01 23:38:25.037000000,Entregado
753,653,718,2025-10-22 23:38:25.063000000,Pendiente
754,420,654,2025-10-09 23:38:25.090000000,Preparando
755,83,355,2025-10-08 23:38:25.130000000,Entregado
756,610,437,2025-09-30 23:38:25.160000000,Pendiente
757,532,571,2025-10-21 23:38:25.183000000,Preparando
758,485,627,2025-10-11 23:38:25.213000000,Entregado
759,838,914,2025-10-22 23:38:25.250000000,Pendiente
760,775,229,2025-10-05 23:38:25.277000000,Preparando
761,939,617,2025-10-06 23:38:25.300000000,Entregado
762,842,334,2025-09-28 23:38:25.327000000,Pendiente
763,159,819,2025-09-29 23:38:25.350000000,Preparando
764,740,696,2025-10-12 23:38:25.387000000,Entregado
765,254,284,2025-10-01 23:38:25.420000000,Pendiente
766,724,924,2025-10-23 23:38:25.443000000,Preparando
767,158,620,2025-10-04 23:38:25.477000000,Entregado
768,875,250,2025-10-03 23:38:25.503000000,Pendiente
769,142,894,2025-10-24 23:38:25.540000000,Preparando
770,673,806,2025-10-03 23:38:25.560000000,Entregado
771,895,492,2025-10-22 23:38:25.583000000,Pendiente
772,860,43,2025-10-01 23:38:25.610000000,Preparando
773,740,318,2025-10-14 23:38:25.633000000,Entregado
774,787,500,2025-10-08 23:38:25.663000000,Pendiente
775,455,41,2025-10-08 23:38:25.693000000,Preparando
776,808,934,2025-10-22 23:38:25.723000000,Entregado
777,204,883,2025-10-24 23:38:25.753000000,Pendiente
778,258,199,2025-09-26 23:38:25.787000000,Preparando
779,490,483,2025-10-07 23:38:25.820000000,Entregado
780,178,504,2025-10-13 23:38:25.860000000,Pendiente
781,433,212,2025-10-20 23:38:25.883000000,Preparando
782,721,364,2025-10-01 23:38:25.910000000,Entregado
783,137,843,2025-10-04 23:38:25.937000000,Pendiente
784,172,387,2025-10-14 23:38:25.973000000,Preparando
785,841,541,2025-10-18 23:38:26.003000000,Entregado
786,365,214,2025-10-09 23:38:26.033000000,Pendiente
787,954,218,2025-10-03 23:38:26.067000000,Preparando
788,93,853,2025-10-08 23:38:26.100000000,Entregado
789,935,163,2025-10-23 23:38:26.137000000,Pendiente
790,259,313,2025-10-07 23:38:26.167000000,Preparando
791,341,692,2025-10-13 23:38:26.197000000,Entregado
792,67,434,2025-09-28 23:38:26.223000000,Pendiente
793,721,801,2025-10-11 23:38:26.260000000,Preparando
794,102,201,2025-10-16 23:38:26.297000000,Entregado
795,471,725,2025-10-23 23:38:26.323000000,Pendiente
796,852,263,2025-10-25 23:38:26.353000000,Preparando
797,172,950,2025-10-23 23:38:26.390000000,Entregado
798,758,239,2025-10-17 23:38:26.420000000,Pendiente
799,988,493,2025-10-09 23:38:26.453000000,Preparando
800,918,745,2025-09-28 23:38:26.493000000,Entregado
801,968,630,2025-10-02 23:38:26.523000000,Pendiente
802,867,20,2025-10-22 23:38:26.543000000,Preparando
803,566,370,2025-10-16 23:38:26.573000000,Entregado
804,294,382,2025-10-05 23:38:26.603000000,Pendiente
805,860,526,2025-09-27 23:38:26.637000000,Preparando
806,84,448,2025-10-09 23:38:26.667000000,Entregado
807,165,778,2025-10-20 23:38:26.693000000,Pendiente
808,69,658,2025-10-19 23:38:26.723000000,Preparando
809,565,124,2025-10-01 23:38:26.753000000,Entregado
810,551,386,2025-09-28 23:38:26.783000000,Pendiente
811,982,757,2025-10-21 23:38:26.820000000,Preparando
812,88,882,2025-10-08 23:38:26.850000000,Entregado
813,354,113,2025-10-07 23:38:26.873000000,Pendiente
814,750,491,2025-10-02 23:38:26.897000000,Preparando
815,706,523,2025-10-14 23:38:26.933000000,Entregado
816,413,99,2025-10-03 23:38:26.963000000,Pendiente
817,758,37,2025-10-23 23:38:26.993000000,Preparando
818,507,591,2025-10-13 23:38:27.033000000,Entregado
819,704,945,2025-09-29 23:38:27.067000000,Pendiente
820,807,502,2025-10-02 23:38:27.110000000,Preparando
821,531,653,2025-10-10 23:38:27.150000000,Entregado
822,461,190,2025-10-24 23:38:27.173000000,Pendiente
823,525,689,2025-09-30 23:38:27.210000000,Preparando
824,990,50,2025-10-02 23:38:27.260000000,Entregado
825,467,234,2025-10-06 23:38:27.310000000,Pendiente
826,546,970,2025-09-26 23:38:27.340000000,Preparando
827,509,229,2025-10-13 23:38:27.373000000,Entregado
828,403,75,2025-10-25 23:38:27.397000000,Pendiente
829,744,861,2025-09-26 23:38:27.417000000,Preparando
830,434,720,2025-10-25 23:38:27.447000000,Entregado
831,928,737,2025-10-25 23:38:27.477000000,Pendiente
832,646,365,2025-09-29 23:38:27.513000000,Preparando
833,902,709,2025-10-08 23:38:27.540000000,Entregado
834,398,436,2025-10-02 23:38:27.577000000,Pendiente
835,350,785,2025-09-26 23:38:27.603000000,Preparando
836,751,298,2025-09-29 23:38:27.633000000,Entregado
837,558,833,2025-10-03 23:38:27.653000000,Pendiente
838,450,769,2025-09-26 23:38:27.690000000,Preparando
839,193,225,2025-10-22 23:38:27.713000000,Entregado
840,908,210,2025-10-25 23:38:27.740000000,Pendiente
841,294,115,2025-10-12 23:38:27.773000000,Preparando
842,829,125,2025-10-08 23:38:27.797000000,Entregado
843,93,820,2025-10-20 23:38:27.830000000,Pendiente
844,552,204,2025-10-17 23:38:27.863000000,Preparando
845,686,112,2025-10-08 23:38:27.887000000,Entregado
846,979,523,2025-10-10 23:38:27.920000000,Pendiente
847,539,512,2025-10-25 23:38:27.953000000,Preparando
848,539,548,2025-10-11 23:38:27.990000000,Entregado
849,953,256,2025-10-15 23:38:28.030000000,Pendiente
850,814,573,2025-10-06 23:38:28.053000000,Preparando
851,813,244,2025-10-17 23:38:28.080000000,Entregado
852,171,542,2025-10-21 23:38:28.100000000,Pendiente
853,65,33,2025-10-23 23:38:28.133000000,Preparando
854,242,653,2025-10-25 23:38:28.170000000,Entregado
855,695,565,2025-09-30 23:38:28.197000000,Pendiente
856,211,422,2025-10-25 23:38:28.223000000,Preparando
857,913,243,2025-10-20 23:38:28.257000000,Entregado
858,13,111,2025-10-23 23:38:28.293000000,Pendiente
859,955,711,2025-10-23 23:38:28.317000000,Preparando
860,38,363,2025-10-08 23:38:28.353000000,Entregado
861,998,668,2025-10-01 23:38:28.390000000,Pendiente
862,2,764,2025-09-28 23:38:28.417000000,Preparando
863,236,437,2025-10-12 23:38:28.443000000,Entregado
864,81,607,2025-10-07 23:38:28.467000000,Pendiente
865,783,581,2025-09-29 23:38:28.503000000,Preparando
866,486,534,2025-10-20 23:38:28.530000000,Entregado
867,369,610,2025-09-28 23:38:28.560000000,Pendiente
868,729,647,2025-09-29 23:38:28.590000000,Preparando
869,483,455,2025-10-14 23:38:28.610000000,Entregado
870,2,262,2025-10-20 23:38:28.640000000,Pendiente
871,476,106,2025-10-18 23:38:28.677000000,Preparando
872,726,134,2025-10-18 23:38:28.710000000,Entregado
873,394,823,2025-10-17 23:38:28.733000000,Pendiente
874,788,641,2025-10-02 23:38:28.757000000,Preparando
875,184,724,2025-09-27 23:38:28.790000000,Entregado
876,127,514,2025-10-06 23:38:28.827000000,Pendiente
877,603,816,2025-10-15 23:38:28.850000000,Preparando
878,348,27,2025-10-04 23:38:28.883000000,Entregado
879,923,413,2025-10-24 23:38:28.920000000,Pendiente
880,382,831,2025-10-12 23:38:28.950000000,Preparando
881,913,804,2025-10-24 23:38:28.970000000,Entregado
882,774,190,2025-10-03 23:38:29,Pendiente
883,782,367,2025-10-20 23:38:29.037000000,Preparando
884,772,635,2025-10-16 23:38:29.063000000,Entregado
885,648,724,2025-10-25 23:38:29.097000000,Pendiente
886,489,274,2025-10-23 23:38:29.133000000,Preparando
887,486,94,2025-10-14 23:38:29.157000000,Entregado
888,411,883,2025-10-18 23:38:29.180000000,Pendiente
889,198,157,2025-10-21 23:38:29.207000000,Preparando
890,924,770,2025-10-16 23:38:29.237000000,Entregado
891,797,684,2025-10-06 23:38:29.260000000,Pendiente
892,683,513,2025-10-10 23:38:29.290000000,Preparando
893,196,66,2025-10-10 23:38:29.333000000,Entregado
894,418,262,2025-10-17 23:38:29.360000000,Pendiente
895,215,84,2025-10-04 23:38:29.397000000,Preparando
896,231,296,2025-10-03 23:38:29.437000000,Entregado
897,698,287,2025-09-29 23:38:29.460000000,Pendiente
898,416,124,2025-10-02 23:38:29.493000000,Preparando
899,955,15,2025-09-30 23:38:29.527000000,Entregado
900,82,677,2025-10-13 23:38:29.567000000,Pendiente
901,204,187,2025-10-21 23:38:29.607000000,Preparando
902,176,385,2025-10-15 23:38:29.647000000,Entregado
903,85,809,2025-09-28 23:38:29.680000000,Pendiente
904,753,894,2025-10-23 23:38:29.747000000,Preparando
905,844,251,2025-10-21 23:38:29.790000000,Entregado
906,801,65,2025-10-09 23:38:29.827000000,Pendiente
907,707,137,2025-10-20 23:38:29.877000000,Preparando
908,609,622,2025-10-01 23:38:29.933000000,Entregado
909,92,769,2025-10-08 23:38:29.970000000,Pendiente
910,964,718,2025-10-12 23:38:30.010000000,Preparando
911,991,423,2025-10-24 23:38:30.040000000,Entregado
912,283,47,2025-10-11 23:38:30.073000000,Pendiente
913,994,479,2025-10-19 23:38:30.100000000,Preparando
914,516,239,2025-10-19 23:38:30.127000000,Entregado
915,732,445,2025-10-22 23:38:30.167000000,Pendiente
916,100,231,2025-10-23 23:38:30.200000000,Preparando
917,824,679,2025-10-13 23:38:30.240000000,Entregado
918,795,257,2025-10-19 23:38:30.280000000,Pendiente
919,359,701,2025-10-25 23:38:30.313000000,Preparando
920,747,454,2025-10-17 23:38:30.350000000,Entregado
921,169,632,2025-10-08 23:38:30.387000000,Pendiente
922,302,127,2025-10-06 23:38:30.420000000,Preparando
923,880,336,2025-10-17 23:38:30.443000000,Entregado
924,670,753,2025-10-19 23:38:30.483000000,Pendiente
925,264,945,2025-10-23 23:38:30.510000000,Preparando
926,193,183,2025-09-29 23:38:30.537000000,Entregado
927,700,93,2025-10-23 23:38:30.570000000,Pendiente
928,892,637,2025-10-03 23:38:30.603000000,Preparando
929,26,94,2025-10-07 23:38:30.647000000,Entregado
930,96,743,2025-10-16 23:38:30.670000000,Pendiente
931,187,953,2025-10-21 23:38:30.700000000,Preparando
932,596,344,2025-09-29 23:38:30.733000000,Entregado
933,996,87,2025-10-05 23:38:30.773000000,Pendiente
934,435,256,2025-10-13 23:38:30.813000000,Preparando
935,757,33,2025-10-06 23:38:30.840000000,Entregado
936,451,335,2025-09-29 23:38:30.870000000,Pendiente
937,584,576,2025-10-11 23:38:30.910000000,Preparando
938,816,94,2025-10-20 23:38:30.937000000,Entregado
939,956,757,2025-10-22 23:38:30.973000000,Pendiente
940,139,29,2025-10-13 23:38:31.017000000,Preparando
941,533,132,2025-10-04 23:38:31.047000000,Entregado
942,458,866,2025-10-02 23:38:31.080000000,Pendiente
943,133,489,2025-09-28 23:38:31.113000000,Preparando
944,743,961,2025-09-27 23:38:31.147000000,Entregado
945,914,226,2025-10-14 23:38:31.180000000,Pendiente
946,934,641,2025-10-12 23:38:31.207000000,Preparando
947,474,587,2025-10-18 23:38:31.237000000,Entregado
948,165,49,2025-10-07 23:38:31.277000000,Pendiente
949,118,830,2025-10-25 23:38:31.310000000,Preparando
950,877,925,2025-10-07 23:38:31.343000000,Entregado
951,802,446,2025-10-03 23:38:31.370000000,Pendiente
952,416,131,2025-10-12 23:38:31.403000000,Preparando
953,169,53,2025-10-19 23:38:31.450000000,Entregado
954,744,87,2025-10-12 23:38:31.483000000,Pendiente
955,20,262,2025-10-06 23:38:31.530000000,Preparando
956,685,299,2025-10-21 23:38:31.590000000,Entregado
957,109,807,2025-10-07 23:38:31.630000000,Pendiente
958,201,915,2025-10-19 23:38:31.690000000,Preparando
959,252,847,2025-09-28 23:38:31.793000000,Entregado
960,322,59,2025-10-23 23:38:31.840000000,Pendiente
961,666,903,2025-10-24 23:38:31.903000000,Preparando
962,263,37,2025-10-01 23:38:31.987000000,Entregado
963,758,943,2025-10-04 23:38:32.063000000,Pendiente
964,93,808,2025-10-09 23:38:32.137000000,Preparando
965,994,280,2025-10-05 23:38:32.170000000,Entregado
966,457,370,2025-10-16 23:38:32.203000000,Pendiente
967,766,322,2025-10-25 23:38:32.223000000,Preparando
968,956,1000,2025-09-29 23:38:32.253000000,Entregado
969,282,319,2025-10-09 23:38:32.287000000,Pendiente
970,6,988,2025-10-02 23:38:32.310000000,Preparando
971,743,654,2025-10-09 23:38:32.350000000,Entregado
972,697,722,2025-10-07 23:38:32.390000000,Pendiente
973,567,937,2025-10-25 23:38:32.417000000,Preparando
974,90,436,2025-10-25 23:38:32.443000000,Entregado
975,738,771,2025-10-21 23:38:32.483000000,Pendiente
976,474,716,2025-10-15 23:38:32.523000000,Preparando
977,368,237,2025-10-18 23:38:32.563000000,Entregado
978,690,219,2025-10-01 23:38:32.590000000,Pendiente
979,131,700,2025-09-27 23:38:32.617000000,Preparando
980,742,458,2025-10-21 23:38:32.640000000,Entregado
981,707,324,2025-10-20 23:38:32.673000000,Pendiente
982,212,563,2025-10-08 23:38:32.703000000,Preparando
983,853,450,2025-10-20 23:38:32.743000000,Entregado
984,232,903,2025-10-19 23:38:32.777000000,Pendiente
985,606,669,2025-10-05 23:38:32.817000000,Preparando
